ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
MO-229,"Wright County",Missouri,74.6,110,2.8,71.8
MO-510,"St. Louis City",Missouri,76.9,108,2.5,74.4
MT-001,"Beaverhead County",Montana,51.6,78,0.8,50.8
MT-003,"Big Horn County",Montana,61.8,75,0.4,61.4
MT-005,"Blaine County",Montana,60.4,61,-0.1,60.5
MT-007,"Broadwater County",Montana,57,67,0.1,56.9
MT-009,"Carbon County",Montana,57.6,75,0.5,57.1
MT-011,"Carter County",Montana,62.5,73,0.3,62.2
MT-013,"Cascade County",Montana,57.6,62,-0.1,57.7
MT-015,"Chouteau County",Montana,60.8,67,0.2,60.6
MT-017,"Custer County",Montana,63.6,63,-0.3,63.9
MT-019,"Daniels County",Montana,60.9,78,0.8,60.1
MT-021,"Dawson County",Montana,63,66,-0.1,63.1
MT-023,"Deer Lodge County",Montana,51.1,77,0.8,50.3
MT-025,"Fallon County",Montana,62.3,60,-0.4,62.7
MT-027,"Fergus County",Montana,59.7,69,-0.2,59.9
MT-029,"Flathead County",Montana,52.6,52,-0.3,52.9
MT-031,"Gallatin County",Montana,54.2,83,0.9,53.3
MT-033,"Garfield County",Montana,63.3,81,0.8,62.5
MT-035,"Glacier County",Montana,53.6,76,0.5,53.1
MT-037,"Golden Valley County",Montana,59.9,72,0.1,59.8
MT-039,"Granite County",Montana,51.4,71,0.2,51.2
MT-041,"Hill County",Montana,60.2,66,0.1,60.1
MT-043,"Jefferson County",Montana,55.1,87,1.3,53.8
MT-045,"Judith Basin County",Montana,55.7,63,-0.1,55.8
MT-047,"Lake County",Montana,56.8,62,0.1,56.7
MT-049,"Lewis and Clark County",Montana,54.4,75,0.4,54
MT-051,"Liberty County",Montana,59.3,70,0.2,59.1
MT-053,"Lincoln County",Montana,54.8,70,0.4,54.4
MT-055,"McCone County",Montana,62.9,72,0.1,62.8
MT-057,"Madison County",Montana,53.6,79,0.8,52.8
MT-059,"Meagher County",Montana,53.2,69,0.1,53.1
MT-061,"Mineral County",Montana,54.4,61,-0.2,54.6
MT-063,"Missoula County",Montana,54,65,-0.1,54.1
MT-065,"Musselshell County",Montana,61.5,53,-0.6,62.1
MT-067,"Park County",Montana,52.8,82,0.8,52
MT-069,"Petroleum County",Montana,63.1,63,-0.1,63.2
MT-071,"Phillips County",Montana,62.5,73,0.2,62.3
MT-073,"Pondera County",Montana,56.7,61,-0,56.7
MT-075,"Powder River County",Montana,63.5,72,0.5,63
MT-077,"Powell County",Montana,52.6,72,0.4,52.2
MT-079,"Prairie County",Montana,63,59,-0.4,63.4
MT-081,"Ravalli County",Montana,52.6,73,0.2,52.4
MT-083,"Richland County",Montana,63.2,75,0.2,63
MT-085,"Roosevelt County",Montana,62.8,79,0.6,62.2
MT-087,"Rosebud County",Montana,63,68,0,63
MT-089,"Sanders County",Montana,55.8,63,-0.1,55.9
MT-091,"Sheridan County",Montana,62,77,0.7,61.3
MT-093,"Silver Bow County",Montana,53.5,83,1.3,52.2
MT-095,"Stillwater County",Montana,58,65,0,58
MT-097,"Sweet Grass County",Montana,56.4,75,0.4,56
MT-099,"Teton County",Montana,55.8,62,0,55.8
MT-101,"Toole County",Montana,58.2,57,-0.3,58.5
MT-103,"Treasure County",Montana,63.2,66,-0.1,63.3
MT-105,"Valley County",Montana,62.2,79,0.8,61.4
MT-107,"Wheatland County",Montana,57,68,-0.1,57.1
MT-109,"Wibaux County",Montana,62.4,58,-0.6,63
MT-111,"Yellowstone County",Montana,63.1,73,0.3,62.8
NE-001,"Adams County",Nebraska,73.5,102,3,70.5
NE-003,"Antelope County",Nebraska,71.7,103,2.5,69.2
NE-005,"Arthur County",Nebraska,70.6,115,4.4,66.2
NE-007,"Banner County",Nebraska,68,113,4,64
NE-009,"Blaine County",Nebraska,70.9,101,2.6,68.3
NE-011,"Boone County",Nebraska,72.6,112,3.6,69
NE-013,"Box Butte County",Nebraska,67.6,106,3.3,64.3
NE-015,"Boyd County",Nebraska,70.4,91,1.5,68.9
NE-017,"Brown County",Nebraska,70.1,100,2.5,67.6
NE-019,"Buffalo County",Nebraska,72.5,104,2.8,69.7
NE-021,"Burt County",Nebraska,73.6,112,3.5,70.1
NE-023,"Butler County",Nebraska,73.3,105,2.8,70.5
NE-025,"Cass County",Nebraska,73.8,104,2.3,71.5
NE-027,"Cedar County",Nebraska,71.6,103,2.6,69
NE-029,"Chase County",Nebraska,72.8,109,4,68.8
NE-031,"Cherry County",Nebraska,69.4,108,3.4,66
NE-033,"Cheyenne County",Nebraska,69.2,107,3.7,65.5
NE-035,"Clay County",Nebraska,73.6,98,2.8,70.8
NE-037,"Colfax County",Nebraska,73.9,111,3.9,70
NE-039,"Cuming County",Nebraska,73.2,111,3.4,69.8
NE-041,"Custer County",Nebraska,71.1,107,3,68.1
NE-043,"Dakota County",Nebraska,72.8,109,3.1,69.7
NE-045,"Dawes County",Nebraska,67.8,100,2.8,65
NE-047,"Dawson County",Nebraska,72.5,108,3.2,69.3
NE-049,"Deuel County",Nebraska,70.7,108,3.5,67.2
NE-051,"Dixon County",Nebraska,71.9,103,2.6,69.3
NE-053,"Dodge County",Nebraska,74.2,113,3.9,70.3
NE-055,"Douglas County",Nebraska,74.4,108,3.3,71.1
NE-057,"Dundy County",Nebraska,73.3,109,3.7,69.6
NE-059,"Fillmore County",Nebraska,73.8,96,2.5,71.3
NE-061,"Franklin County",Nebraska,74.1,104,3.1,71
NE-063,"Frontier County",Nebraska,73.2,111,3.6,69.6
NE-065,"Furnas County",Nebraska,73.7,97,2.6,71.1
NE-067,"Gage County",Nebraska,73.8,94,1.9,71.9
NE-069,"Garden County",Nebraska,70,115,4.3,65.7
NE-071,"Garfield County",Nebraska,70.2,102,2.4,67.8
NE-073,"Gosper County",Nebraska,72.9,99,2.8,70.1
NE-075,"Grant County",Nebraska,69.3,112,4,65.3
NE-077,"Greeley County",Nebraska,72.2,110,3.4,68.8
NE-079,"Hall County",Nebraska,73.8,110,3.5,70.3
NE-081,"Hamilton County",Nebraska,74.3,111,3.7,70.6
NE-083,"Harlan County",Nebraska,74.4,104,3.2,71.2
NE-085,"Hayes County",Nebraska,73,111,3.9,69.1
NE-087,"Hitchcock County",Nebraska,74,107,3.6,70.4
NE-089,"Holt County",Nebraska,69.8,94,1.8,68
NE-091,"Hooker County",Nebraska,69.2,101,2.5,66.7
NE-093,"Howard County",Nebraska,73.4,111,3.6,69.8
NE-095,"Jefferson County",Nebraska,74.7,102,2.9,71.8
NE-097,"Johnson County",Nebraska,73.6,95,1.7,71.9
NE-099,"Kearney County",Nebraska,72.9,102,2.7,70.2
NE-101,"Keith County",Nebraska,71.8,111,3.9,67.9
NE-103,"Keya Paha County",Nebraska,69.5,96,2.1,67.4
NE-105,"Kimball County",Nebraska,67.1,109,3.8,63.3
NE-107,"Knox County",Nebraska,71.5,99,2.3,69.2
NE-109,"Lancaster County",Nebraska,74.2,104,2.8,71.4
NE-111,"Lincoln County",Nebraska,72.2,113,3.8,68.4
NE-113,"Logan County",Nebraska,70.7,105,2.9,67.8
NE-115,"Loup County",Nebraska,70.4,101,2.5,67.9
NE-117,"McPherson County",Nebraska,70.4,109,3.3,67.1
NE-119,"Madison County",Nebraska,73.1,112,3.5,69.6
NE-121,"Merrick County",Nebraska,74.5,113,4,70.5
NE-123,"Morrill County",Nebraska,69.7,112,4.2,65.5
NE-125,"Nance County",Nebraska,73.9,112,4.1,69.8
NE-127,"Nemaha County",Nebraska,74.2,98,2.1,72.1
NE-129,"Nuckolls County",Nebraska,73.7,94,2.4,71.3
NE-131,"Otoe County",Nebraska,73.8,98,1.9,71.9
NE-133,"Pawnee County",Nebraska,73.4,89,1.3,72.1
NE-135,"Perkins County",Nebraska,71.7,107,3.5,68.2
NE-137,"Phelps County",Nebraska,73,104,2.9,70.1
NE-139,"Pierce County",Nebraska,72.2,107,2.9,69.3
NE-141,"Platte County",Nebraska,73.7,112,3.9,69.8
NE-143,"Polk County",Nebraska,74,108,3.4,70.6
NE-145,"Red Willow County",Nebraska,74.6,112,4.1,70.5
NE-147,"Richardson County",Nebraska,74.7,104,2.4,72.3
NE-149,"Rock County",Nebraska,69.3,97,1.9,67.4
NE-151,"Saline County",Nebraska,74.2,100,2.7,71.5
NE-153,"Sarpy County",Nebraska,74.2,105,2.8,71.4
NE-155,"Saunders County",Nebraska,74.3,108,3.5,70.8
NE-157,"Scotts Bluff County",Nebraska,69.6,113,4.2,65.4
NE-159,"Seward County",Nebraska,73.7,105,2.7,71
NE-161,"Sheridan County",Nebraska,68.6,112,4.1,64.6
NE-163,"Sherman County",Nebraska,71.9,105,2.9,69
NE-165,"Sioux County",Nebraska,65.8,99,2.5,63.3
NE-167,"Stanton County",Nebraska,73.4,113,3.8,69.6
NE-169,"Thayer County",Nebraska,74.3,97,2.7,71.6
NE-171,"Thomas County",Nebraska,70.4,101,2.3,68.1
NE-173,"Thurston County",Nebraska,72.7,109,3.1,69.6
NE-175,"Valley County",Nebraska,71.3,104,3,68.3
NE-177,"Washington County",Nebraska,74.2,112,3.4,70.8
NE-179,"Wayne County",Nebraska,72.3,110,3.1,69.2
NE-181,"Webster County",Nebraska,73.9,100,2.7,71.2
NE-183,"Wheeler County",Nebraska,71.5,108,3.2,68.4
NE-185,"York County",Nebraska,73.9,106,2.8,71.1
NV-001,"Churchill County",Nevada,67.9,104,3.1,64.8
NV-003,"Clark County",Nevada,82.9,115,4.1,78.8
NV-005,"Douglas County",Nevada,61.8,94,1.9,59.9
NV-007,"Elko County",Nevada,60.6,91,2.2,58.4
NV-009,"Esmeralda County",Nevada,69.2,96,3,66.2
NV-011,"Eureka County",Nevada,62.4,101,3.2,59.2
NV-013,"Humboldt County",Nevada,63.8,91,1.9,61.9
NV-015,"Lander County",Nevada,64.1,100,3.2,60.9
NV-017,"Lincoln County",Nevada,73.4,115,4.3,69.1
NV-019,"Lyon County",Nevada,66,98,2.4,63.6
NV-021,"Mineral County",Nevada,66.3,101,3.4,62.9
NV-023,"Nye County",Nevada,69.4,106,4,65.4
NV-027,"Pershing County",Nevada,66.6,100,2.5,64.1
NV-029,"Storey County",Nevada,64.7,96,2.4,62.3
NV-031,"Washoe County",Nevada,63.1,91,1.9,61.2
NV-033,"White Pine County",Nevada,62.9,98,3.3,59.6
NV-510,"Carson City",Nevada,64,105,2.8,61.2
NH-001,"Belknap County",New Hampshire,63.2,57,0.3,62.9
NH-003,"Carroll County",New Hampshire,62,74,0.6,61.4
NH-005,"Cheshire County",New Hampshire,63.5,82,1,62.5
NH-007,"Coos County",New Hampshire,58.3,48,-0.3,58.6
NH-009,"Grafton County",New Hampshire,60.5,57,0.3,60.2
NH-011,"Hillsborough County",New Hampshire,64.7,85,0.9,63.8
NH-013,"Merrimack County",New Hampshire,63.4,59,0.3,63.1
NH-015,"Rockingham County",New Hampshire,64.4,53,0.1,64.3
NH-017,"Strafford County",New Hampshire,63,46,-0.4,63.4
NH-019,"Sullivan County",New Hampshire,62,72,0.6,61.4
NJ-001,"Atlantic County",New Jersey,70.8,97,1.8,69
NJ-003,"Bergen County",New Jersey,69.8,82,1.2,68.6
NJ-005,"Burlington County",New Jersey,71.4,91,1.6,69.8
NJ-007,"Camden County",New Jersey,71.7,87,1.2,70.5
NJ-009,"Cape May County",New Jersey,70.6,94,1.9,68.7
NJ-011,"Cumberland County",New Jersey,71.2,94,1.5,69.7
NJ-013,"Essex County",New Jersey,70.2,92,1.4,68.8
NJ-015,"Gloucester County",New Jersey,71.8,83,1.1,70.7
NJ-017,"Hudson County",New Jersey,71.6,96,1.6,70
NJ-019,"Hunterdon County",New Jersey,68.3,74,1.2,67.1
NJ-021,"Mercer County",New Jersey,70.5,86,1.4,69.1
NJ-023,"Middlesex County",New Jersey,71,101,1.9,69.1
NJ-025,"Monmouth County",New Jersey,71.1,104,2.1,69
NJ-027,"Morris County",New Jersey,67.1,69,0.7,66.4
NJ-029,"Ocean County",New Jersey,70.8,105,2.2,68.6
NJ-031,"Passaic County",New Jersey,67.5,68,0.8,66.7
NJ-033,"Salem County",New Jersey,71.8,82,1.1,70.7
NJ-035,"Somerset County",New Jersey,69.6,87,1.5,68.1
NJ-037,"Sussex County",New Jersey,65.4,54,-0.1,65.5
NJ-039,"Union County",New Jersey,70.9,97,1.8,69.1
NJ-041,"Warren County",New Jersey,65.8,47,-0.3,66.1
NM-001,"Bernalillo County",New Mexico,71.4,98,2.3,69.1
NM-003,"Catron County",New Mexico,65,104,2.5,62.5
NM-005,"Chaves County",New Mexico,79.5,122,5.1,74.4
NM-006,"Cibola County",New Mexico,66.9,104,2.6,64.3
NM-007,"Colfax County",New Mexico,64.3,106,2.2,62.1
NM-009,"Curry County",New Mexico,77.1,119,4.4,72.7
NM-011,"De Baca County",New Mexico,78.3,121,4.6,73.7
NM-013,"Dona Ana County",New Mexico,80.6,117,3.6,77
NM-015,"Eddy County",New Mexico,81.4,117,4.3,77.1
NM-017,"Grant County",New Mexico,73.4,113,3.1,70.3
NM-019,"Guadalupe County",New Mexico,74.5,114,3.7,70.8
NM-021,"Harding County",New Mexico,73.4,111,3.2,70.2
NM-023,"Hidalgo County",New Mexico,77.9,109,2.9,75
NM-025,"Lea County",New Mexico,80.6,120,4.6,76
NM-027,"Lincoln County",New Mexico,73.1,119,3.9,69.2
NM-028,"Los Alamos County",New Mexico,65.8,116,3.5,62.3
NM-029,"Luna County",New Mexico,80,116,3.4,76.6
NM-031,"McKinley County",New Mexico,68.6,118,3.8,64.8
NM-033,"Mora County",New Mexico,65.5,112,3.3,62.2
NM-035,"Otero County",New Mexico,76.5,117,3.8,72.7
NM-037,"Quay County",New Mexico,77.6,113,3.8,73.8
NM-039,"Rio Arriba County",New Mexico,63.5,109,2.8,60.7
NM-041,"Roosevelt County",New Mexico,77.8,119,4.2,73.6
NM-043,"Sandoval County",New Mexico,69,114,3.2,65.8
NM-045,"San Juan County",New Mexico,71.1,111,3.4,67.7
NM-047,"San Miguel County",New Mexico,71.5,113,3.4,68.1
NM-049,"Santa Fe County",New Mexico,67.5,102,2.6,64.9
NM-051,"Sierra County",New Mexico,75.7,107,2.7,73
NM-053,"Socorro County",New Mexico,72.9,113,3.2,69.7
NM-055,"Taos County",New Mexico,61.2,117,3.5,57.7
NM-057,"Torrance County",New Mexico,68.6,103,2.7,65.9
NM-059,"Union County",New Mexico,70.2,97,2,68.2
NM-061,"Valencia County",New Mexico,73.7,98,2.5,71.2
NY-001,"Albany County",New York,65.3,58,0,65.3
NY-003,"Allegany County",New York,64.6,94,1.5,63.1
NY-005,"Bronx County",New York,71,84,1.3,69.7
NY-007,"Broome County",New York,63.5,42,-0.6,64.1
NY-009,"Cattaraugus County",New York,64.1,88,1.2,62.9
NY-011,"Cayuga County",New York,64.7,58,0.1,64.6
NY-013,"Chautauqua County",New York,65.4,89,1.2,64.2
NY-015,"Chemung County",New York,64.9,72,0.7,64.2
NY-017,"Chenango County",New York,62.3,40,-0.8,63.1
NY-019,"Clinton County",New York,63,77,0.6,62.4
NY-021,"Columbia County",New York,66.3,71,0.6,65.7
NY-023,"Cortland County",New York,62.3,50,-0.6,62.9
NY-025,"Delaware County",New York,60.5,26,-1.5,62
NY-027,"Dutchess County",New York,67.3,81,1.2,66.1
NY-029,"Erie County",New York,65.9,88,1.5,64.4
NY-031,"Essex County",New York,60.1,50,-0.2,60.3
NY-033,"Franklin County",New York,61.5,71,0.5,61
NY-035,"Fulton County",New York,63,59,-0.2,63.2
NY-037,"Genesee County",New York,66.3,91,1.6,64.7
NY-039,"Greene County",New York,63,50,-0.4,63.4
NY-041,"Hamilton County",New York,59.2,50,-0.3,59.5
NY-043,"Herkimer County",New York,61,51,-0.4,61.4
NY-045,"Jefferson County",New York,64,72,0.6,63.4
NY-047,"Kings County",New York,71.5,96,1.7,69.8
NY-049,"Lewis County",New York,61.5,69,0.4,61.1
NY-051,"Livingston County",New York,66.3,89,1.3,65
NY-053,"Madison County",New York,62.5,46,-0.6,63.1
NY-055,"Monroe County",New York,67,90,1.6,65.4
NY-057,"Montgomery County",New York,64.9,46,-0.7,65.6
NY-059,"Nassau County",New York,69.8,91,1.4,68.4
NY-061,"New York County",New York,71.5,89,1.5,70
NY-063,"Niagara County",New York,66.9,93,1.8,65.1
NY-065,"Oneida County",New York,62.8,44,-0.6,63.4
NY-067,"Onondaga County",New York,64.3,55,-0.2,64.5
NY-069,"Ontario County",New York,66.1,85,1.1,65
NY-071,"Orange County",New York,66.6,69,0.7,65.9
NY-073,"Orleans County",New York,66.9,100,2,64.9
NY-075,"Oswego County",New York,64.2,65,0.4,63.8
NY-077,"Otsego County",New York,61.2,28,-1.4,62.6
NY-079,"Putnam County",New York,67.4,87,1.3,66.1
NY-081,"Queens County",New York,70.8,88,1.4,69.4
NY-083,"Rensselaer County",New York,65.4,82,0.9,64.5
NY-085,"Richmond County",New York,71.8,102,2,69.8
NY-087,"Rockland County",New York,68.7,84,1.3,67.4
NY-089,"St. Lawrence County",New York,63,70,0.5,62.5
NY-091,"Saratoga County",New York,64.9,72,0.4,64.5
NY-093,"Schenectady County",New York,65.4,64,0.1,65.3
NY-095,"Schoharie County",New York,62.3,38,-0.9,63.2
NY-097,"Schuyler County",New York,64.8,79,0.9,63.9
NY-099,"Seneca County",New York,66.1,72,0.6,65.5
NY-101,"Steuben County",New York,64.6,82,1.1,63.5
NY-103,"Suffolk County",New York,67.5,93,1.4,66.1
NY-105,"Sullivan County",New York,62.6,45,-0.6,63.2
NY-107,"Tioga County",New York,64.2,53,-0.1,64.3
NY-109,"Tompkins County",New York,63.9,53,-0.3,64.2
NY-111,"Ulster County",New York,64.4,60,0.4,64
NY-113,"Warren County",New York,61.9,52,-0.1,62
NY-115,"Washington County",New York,64.4,69,0.3,64.1
NY-117,"Wayne County",New York,65.9,77,0.8,65.2
NY-119,"Westchester County",New York,69,91,1.4,67.6
NY-121,"Wyoming County",New York,64.6,89,1.4,63.2
NY-123,"Yates County",New York,66.2,94,1.4,64.8
NC-001,"Alamance County",North Carolina,75.6,101,1.6,74
NC-003,"Alexander County",North Carolina,74,93,1.4,72.6
NC-005,"Alleghany County",North Carolina,67.6,104,1.7,65.9
NC-007,"Anson County",North Carolina,78,102,1.8,76.2
NC-009,"Ashe County",North Carolina,66.2,97,1.5,64.7
NC-011,"Avery County",North Carolina,65.2,105,1.8,63.4
NC-013,"Beaufort County",North Carolina,76.3,73,0.8,75.5
NC-015,"Bertie County",North Carolina,75.2,74,0.7,74.5
NC-017,"Bladen County",North Carolina,77.9,107,1.9,76
NC-019,"Brunswick County",North Carolina,77.8,105,1.8,76
NC-021,"Buncombe County",North Carolina,69.6,105,1.8,67.8
NC-023,"Burke County",North Carolina,73.9,106,1.7,72.2
NC-025,"Cabarrus County",North Carolina,77.3,111,2.2,75.1
NC-027,"Caldwell County",North Carolina,73.6,108,1.8,71.8
NC-029,"Camden County",North Carolina,74.3,62,0.5,73.8
NC-031,"Carteret County",North Carolina,77.1,90,1.2,75.9
NC-033,"Caswell County",North Carolina,74.9,90,1.2,73.7
NC-035,"Catawba County",North Carolina,75.4,107,1.9,73.5
NC-037,"Chatham County",North Carolina,76.3,102,1.6,74.7
NC-039,"Cherokee County",North Carolina,71.8,99,1.3,70.6
NC-041,"Chowan County",North Carolina,75.2,68,0.4,74.8
NC-043,"Clay County",North Carolina,70.3,106,1.8,68.5
NC-045,"Cleveland County",North Carolina,75.6,97,1.4,74.2
NC-047,"Columbus County",North Carolina,77.8,102,1.7,76.1
NC-049,"Craven County",North Carolina,76.8,95,1.5,75.3
NC-051,"Cumberland County",North Carolina,78.4,110,2.1,76.3
NC-053,"Currituck County",North Carolina,74.3,68,0.5,73.8
NC-055,"Dare County",North Carolina,75.8,82,0.9,74.9
NC-057,"Davidson County",North Carolina,75.6,101,1.7,73.9
NC-059,"Davie County",North Carolina,75,100,1.8,73.2
NC-061,"Duplin County",North Carolina,76.7,100,1.3,75.4
NC-063,"Durham County",North Carolina,75.5,98,1.5,74.1
NC-065,"Edgecombe County",North Carolina,75.8,82,0.9,74.9
NC-067,"Forsyth County",North Carolina,74.6,98,1.6,73
NC-069,"Franklin County",North Carolina,75.4,95,1.3,74.1
NC-071,"Gaston County",North Carolina,76.6,109,2,74.6
NC-073,"Gates County",North Carolina,74.4,58,0.3,74.1
NC-075,"Graham County",North Carolina,69.2,96,1.2,68
NC-077,"Granville County",North Carolina,74.9,99,1.6,73.3
NC-079,"Greene County",North Carolina,76.6,83,1.1,75.5
NC-081,"Guilford County",North Carolina,75.4,107,1.7,73.7
NC-083,"Halifax County",North Carolina,75.2,84,0.8,74.4
NC-085,"Harnett County",North Carolina,77.4,105,1.8,75.6
NC-087,"Haywood County",North Carolina,65.9,96,1.4,64.5
NC-089,"Henderson County",North Carolina,70.3,98,1.3,69
NC-091,"Hertford County",North Carolina,74.8,71,0.6,74.2
NC-093,"Hoke County",North Carolina,78.5,113,2.6,75.9
NC-095,"Hyde County",North Carolina,76.3,69,0.6,75.7
NC-097,"Iredell County",North Carolina,75,101,1.8,73.2
NC-099,"Jackson County",North Carolina,67.4,100,1.5,65.9
NC-101,"Johnston County",North Carolina,77,101,1.5,75.5
NC-103,"Jones County",North Carolina,76.6,97,1.5,75.1
NC-105,"Lee County",North Carolina,76.7,103,1.6,75.1
NC-107,"Lenoir County",North Carolina,76.5,82,1.1,75.4
NC-109,"Lincoln County",North Carolina,76,112,2.1,73.9
NC-111,"McDowell County",North Carolina,72.2,91,1.2,71
NC-113,"Macon County",North Carolina,68.9,103,1.9,67
NC-115,"Madison County",North Carolina,70.2,98,1.5,68.7
NC-117,"Martin County",North Carolina,75.6,75,0.8,74.8
NC-119,"Mecklenburg County",North Carolina,77.3,112,2.3,75
NC-121,"Mitchell County",North Carolina,66.3,90,1.2,65.1
NC-123,"Montgomery County",North Carolina,77.4,107,2.1,75.3
NC-125,"Moore County",North Carolina,77.4,109,2.2,75.2
NC-127,"Nash County",North Carolina,75.7,92,1.2,74.5
NC-129,"New Hanover County",North Carolina,78.1,110,2,76.1
NC-131,"Northampton County",North Carolina,75.1,84,0.8,74.3
NC-133,"Onslow County",North Carolina,77,100,1.6,75.4
NC-135,"Orange County",North Carolina,75,97,1.4,73.6
NC-137,"Pamlico County",North Carolina,76.9,79,0.9,76
NC-139,"Pasquotank County",North Carolina,74.6,67,0.5,74.1
NC-141,"Pender County",North Carolina,77.4,106,1.7,75.7
NC-143,"Perquimans County",North Carolina,74.9,68,0.5,74.4
NC-145,"Person County",North Carolina,74.2,92,1.2,73
NC-147,"Pitt County",North Carolina,76.2,74,0.8,75.4
NC-149,"Polk County",North Carolina,75,103,1.5,73.5
NC-151,"Randolph County",North Carolina,76.4,111,2,74.4
NC-153,"Richmond County",North Carolina,78.1,106,2,76.1
NC-155,"Robeson County",North Carolina,79.1,116,2.5,76.6
NC-157,"Rockingham County",North Carolina,75.2,101,1.7,73.5
NC-159,"Rowan County",North Carolina,76.1,108,2,74.1
NC-161,"Rutherford County",North Carolina,75,93,1.3,73.7
NC-163,"Sampson County",North Carolina,77.3,104,1.5,75.8
NC-165,"Scotland County",North Carolina,79.1,116,2.9,76.2
NC-167,"Stanly County",North Carolina,77.6,106,2,75.6
NC-169,"Stokes County",North Carolina,73.8,94,1.4,72.4
NC-171,"Surry County",North Carolina,72.9,102,1.6,71.3
NC-173,"Swain County",North Carolina,66.6,85,0.8,65.8
NC-175,"Transylvania County",North Carolina,68.6,97,1.2,67.4
NC-177,"Tyrrell County",North Carolina,75.6,69,0.6,75
NC-179,"Union County",North Carolina,77.6,108,2.2,75.4
NC-181,"Vance County",North Carolina,75.2,101,1.7,73.5
NC-183,"Wake County",North Carolina,76.3,101,1.6,74.7
NC-185,"Warren County",North Carolina,75.3,96,1.4,73.9
NC-187,"Washington County",North Carolina,75.2,60,0.4,74.8
NC-189,"Watauga County",North Carolina,66.4,104,1.9,64.5
NC-191,"Wayne County",North Carolina,76.9,95,1.3,75.6
NC-193,"Wilkes County",North Carolina,72.9,102,1.6,71.3
NC-195,"Wilson County",North Carolina,76.6,97,1.4,75.2
NC-197,"Yadkin County",North Carolina,73.8,97,1.5,72.3
NC-199,"Yancey County",North Carolina,66.3,97,1.4,64.9
ND-001,"Adams County",North Dakota,62.6,69,0,62.6
ND-003,"Barnes County",North Dakota,66.8,104,3.2,63.6
ND-005,"Benson County",North Dakota,65,105,2.6,62.4
ND-007,"Billings County",North Dakota,62.3,57,-0.4,62.7
ND-009,"Bottineau County",North Dakota,64.1,98,2,62.1
ND-011,"Bowman County",North Dakota,62.5,69,0.2,62.3
ND-013,"Burke County",North Dakota,62.1,82,1.1,61
ND-015,"Burleigh County",North Dakota,64,77,0.5,63.5
ND-017,"Cass County",North Dakota,68,103,3.1,64.9
ND-019,"Cavalier County",North Dakota,64,107,2.9,61.1
ND-021,"Dickey County",North Dakota,67.2,101,2.9,64.3
ND-023,"Divide County",North Dakota,61.8,77,0.8,61
ND-025,"Dunn County",North Dakota,63.1,78,0.5,62.6
ND-027,"Eddy County",North Dakota,65.3,95,2.3,63
ND-029,"Emmons County",North Dakota,65.3,82,1,64.3
ND-031,"Foster County",North Dakota,65.4,95,2.3,63.1
ND-033,"Golden Valley County",North Dakota,62.2,55,-0.5,62.7
ND-035,"Grand Forks County",North Dakota,66.8,103,2.8,64
ND-037,"Grant County",North Dakota,63.8,71,0.2,63.6
ND-039,"Griggs County",North Dakota,65.7,102,2.7,63
ND-041,"Hettinger County",North Dakota,62.6,69,0.1,62.5
ND-043,"Kidder County",North Dakota,64.7,88,1.7,63
ND-045,"LaMoure County",North Dakota,67,106,2.9,64.1
ND-047,"Logan County",North Dakota,65.2,96,2,63.2
ND-049,"McHenry County",North Dakota,64.9,97,1.7,63.2
ND-051,"McIntosh County",North Dakota,65.1,91,1.7,63.4
ND-053,"McKenzie County",North Dakota,62.7,70,0.1,62.6
ND-055,"McLean County",North Dakota,64.1,82,1.1,63
ND-057,"Mercer County",North Dakota,64,79,0.8,63.2
ND-059,"Morton County",North Dakota,64.2,78,0.7,63.5
ND-061,"Mountrail County",North Dakota,62.5,78,0.8,61.7
ND-063,"Nelson County",North Dakota,65.3,106,2.8,62.5
ND-065,"Oliver County",North Dakota,63.9,75,0.3,63.6
ND-067,"Pembina County",North Dakota,65.6,103,2.6,63
ND-069,"Pierce County",North Dakota,64.5,103,2.5,62
ND-071,"Ramsey County",North Dakota,65,105,2.6,62.4
ND-073,"Ransom County",North Dakota,67.9,107,3.1,64.8
ND-075,"Renville County",North Dakota,63.7,85,1.3,62.4
ND-077,"Richland County",North Dakota,69.4,115,4,65.4
ND-079,"Rolette County",North Dakota,63.2,106,2.8,60.4
ND-081,"Sargent County",North Dakota,68.3,104,3.2,65.1
ND-083,"Sheridan County",North Dakota,64.1,83,1.2,62.9
ND-085,"Sioux County",North Dakota,64.9,79,0.6,64.3
ND-087,"Slope County",North Dakota,62.4,59,-0.2,62.6
ND-089,"Stark County",North Dakota,62.6,67,0,62.6
ND-091,"Steele County",North Dakota,66.3,102,2.7,63.6
ND-093,"Stutsman County",North Dakota,66,103,2.8,63.2
ND-095,"Towner County",North Dakota,64.2,109,3.1,61.1
ND-097,"Traill County",North Dakota,67.5,101,2.7,64.8
ND-099,"Walsh County",North Dakota,66,104,3.2,62.8
ND-101,"Ward County",North Dakota,63.8,85,1.3,62.5
ND-103,"Wells County",North Dakota,64.6,91,1.9,62.7
ND-105,"Williams County",North Dakota,62.7,77,0.9,61.8
OH-001,"Adams County",Ohio,70.7,68,0.3,70.4
OH-003,"Allen County",Ohio,72.3,111,2.7,69.6
OH-005,"Ashland County",Ohio,68.5,85,1.2,67.3
OH-007,"Ashtabula County",Ohio,67.4,93,1.8,65.6
